keywords,User,Time,Favorite count,retweets,Text
MONKII,ScontiDaCinema,2018/5/28 14:17,2,2,MONKII | A Gym in your Pocket https://t.co/h5QCL9T6yX https://t.co/T4BalLk2Hj
Syphon,SCP_1247,2018/5/29 3:47,1,1,Syphon's Compendium: Part 2 LEAKED https://t.co/kZ66wcv9Pe
Delux Designer,sekulicnemanja,2018/5/22 16:10,7,1,"Speed up your workflow up to 80% with Delux Designer #keyboard 
https://t.co/rxsSDnIKjm https://t.co/kTOaJqPGvb"
Pico U. Brew Everything.,Sinceron1973,2018/6/2 14:13,0,1,¡Pico U. Brew Everything. es popular en @Kickstarter! https://t.co/gmHE7L8yqA
Sleepie,Sleepie_Cherrie,2018/6/5 4:05,2,1,"Goodnight, my king  https://t.co/aoxGqGF9Jv"
Smoke Staxx,smokestaxxpans,2018/5/16 22:13,2,1,17 Days Left to Order Your Smoke Staxx!! https://t.co/QVP2AUqRl2
FITT Cube,SocialSnowflake,2018/5/16 17:19,2,1,Loving the new campaign for #FITTCube from our friends at @officialHSTV check out their kickstarter campaign https://t.co/N8svyKA4BI
"Global ruler, a wooden laser cut and engraved multi-ruler",SomambaCases,2018/5/10 11:45,2,1,"Check out Global ruler, a wooden laser cut and engraved multi-ruler by Vasileios Vasilakakis on @Kickstarter https://t.co/7J55hyBIEu"
UPLIFT,stats_sl,2018/5/16 5:21,1,1,"In his pursuit to uplift the brand of Stats SL, our Statistician General Osman (m) @oasankoh continues to meet top https://t.co/4ICsg9j0Tn"
Magic Office Chair Caster Wheels,StealthoInfo,2018/5/22 10:26,1,1,@biranzo thanks for connecting! Check out our Kickstarter to build the next gen #stealthowheels https://t.co/edyuFMhdOG
Rangers Membership Drive,steamcrow,2018/5/21 1:55,4,3,"Get a hand-forged fork in our latest #monsterrangers #kickstarter! 

https://t.co/LPVznlkwIE https://t.co/RJhAKVVKrN"
The Phone Drone,stuartpalley,2018/6/4 0:02,15,2,"For what its worth, I ended up running into man who flew the drone, because he was yelling about it on phone. Told https://t.co/vjXt4yoOh2"
The new inflatable Zen Float Tank,SuperegoWorld,2018/5/30 21:01,5,4,"The new inflatable @ZenFloatCo Float Tank is super cool #StaySustained

��[https://t.co/zz4nbFm2Uy] https://t.co/tpdTvOw4Vz"
Wag-N-Bag,TailgatingChall,2018/5/23 0:43,15,2,"What did you  think of the @WagNbag the all terrain wagon that turns into cornhole boards!
You can get one here: https://t.co/Rq3EvQHUCs"
Monkey Grip,text_publishing,2018/5/29 4:21,31,4,MONKEY GRIP comes in at #47 on the BBC's list of stories that have endured across generations and continentsand ch https://t.co/1nbr0J7R45
Lever Gear CLiP System,The_Coolector,2018/5/23 13:14,3,1,Fantastic looking piece of EDC called the CLip System from @LeverGear that is perfect for carrying around small ite https://t.co/clwvpjMsRX
ONLY Kickstarter project ever,The_Crowds,2018/5/11 19:00,49,3,"Build a unique timepiece, ONLY ONE watch is now on #Kickstarter! Check it out for more information - https://t.co/2GPbIZUykz"
KableCARD,theawesomer,2018/5/6 17:10,1,1,Kablecard Universal Charger: Cards Kablecard is for people who carry multiple #gadgets at once. Its a credit card https://t.co/2Prw3bnBHl
Nek.awa Beauty,theblackdetour,2018/5/23 15:01,3,4,"@nekawabeauty Nek.awa simplifies your beauty routine with one product that gives you moisture, nutrients and shine. https://t.co/mtCuH62FGF"
My Little Demon  Series 3 Plush,TheDemonatrix,2018/5/16 21:34,0,1,94% funded in the first 23 hours! Only $1K more until I fund! If I fund within 24 hours all my first day backers ge https://t.co/8XO5LW4m60
Sparkr Wick & Sparkr Flip,TheMotleyGeek,2018/5/25 13:58,1,1,"The #Sparkr is still in the top 10 of all #kickstarters to have been fulfilled, so you should definitely check out https://t.co/K34gZFTlaU"
The Thinket Now,thethinket,2018/5/31 20:20,1,1,The latest Thinket Now Kickstarter project update includes an early fulfillment option for one new Thinket offering https://t.co/sE93VuvQZh
Golden Bolt,tigergivez,2018/5/15 17:01,6,1,Solo squads - 6 kills golden scar double blue pump 999 all materials and a epic bolt
Expecto Patronum!,tinkerbellsway,2018/5/22 6:39,26,1,"Raise your wands!
EXPECTO PATRONUM!!
EXPECTO PAAATROOONUUUUM!!! https://t.co/EvG3SLeati"
The Treasure Trove,Torian_Girl,2018/6/5 4:31,3,3,This may be a treasure trove of info released by the Senate today. Has anyone taken a look at it? https://t.co/t1ORHBuyDO
Tower Pool Island,TowerPB,2018/5/16 17:41,41,10,"INTRODUCING: Tower Pool Island by @mcuban's Shark Tank Company, Tower Paddle Boards! Now LIVE on Kickstarter! https://t.co/nZO6jjMEDt"
Pico U. Brew Everything.,Trendygadgetrev,2018/5/21 4:56,13,1,"@picobrewbeer
PicoBrew - New Pico U. Brew Beyond Craft Beer - https://t.co/t8IGPCi3MF via @trendygadgetrev"
Rainbow Teardrop Enamel Pins,UKCrowdfundWeek,2018/5/28 10:25,1,1,A New UK #design #crowdfund! 'Rainbow Teardrop Enamel Pins' https://t.co/xyTvKPWUdN
Monkey Grip,UltClassicRock,2018/5/15 22:00,4,1,A look back at Bill Wyman's 'Monkey Grip' on its anniversary ... https://t.co/McWNXeecVn
The Ultimate Back-packable Compact Archery Bow,UltSurvivalTips,2018/5/28 13:27,2,1,NEW! Do-Everything Survival / Hunting / Bug Out Bag Bow - ATMOS Longbow - Fits in a Backpack &amp; Shoots Like a Dream: https://t.co/CoW7Fe7wwH
Herb Lubalin,uniteditions,2018/5/28 20:26,19,3,Podcast: 10 things you should know about Herb Lubalin. Day 65 of #Lubalin100 https://t.co/rsSJepQdAf https://t.co/Of6AkAeyPu
The Nomad Grill,ValiantFireside,2018/5/25 10:25,0,1,"Grill in style wherever you are this summer with the new Valiant Nomad Portable BBQ! Perfect for picnics, beach day https://t.co/zyqTqFIj6y"
BackToBasics,VBCmokola,2018/5/29 8:03,2,1,"Lets Pray...
...and Lets Play Our Part!

Dont miss the HOME COMING!
ESHCOL 2018
Back to Basics 
June 5-10, 2018 https://t.co/ApqJliEIsn"
The Bottery,vingar,2018/5/27 1:55,2,1,3D Printing has Future: Check out The Bottery by Emerging Objects on @Kickstarter https://t.co/tsfkofJRbj #3DPrinting #art
Pico U. Brew Everything.,VitaminDPayne,2018/5/31 22:41,0,11,"Aye y'all! My boss told me if this tweet gets over 2,000 retweets and the link below gets 1,000 clicks, he'd hook i https://t.co/IGA2ePMw1L"
Lever Gear CLiP System,werdcom,2018/5/24 18:01,6,1,EDC Tools &amp; Compact Storage: The CLiP System: Lever Gears CLiP System gives you compact storage &amp; tools in a tough https://t.co/ZlOGWPDgrZ
Sheltered Co.,Westlancsbc,2018/6/4 15:59,1,3,"We are currently looking for an experienced cleaner within one of our Sheltered Housing Schemes in Evenwood Court, https://t.co/hZWwfpysHh"
Tiny Dragon Stuffed Animals,whimsiwhiskers,2018/6/2 19:49,3,1,Who likes tiny stuffed animal dragons? Pledge now at https://t.co/tK5APMplIl https://t.co/OsoLQbfHqf
ELIAthe worlds most intuitive tactile reading system,WillCHogan3,2018/5/8 19:44,1,1,"ELIA represents a significant improvement for visually-impaired people. Please consider supporting them.
Check out https://t.co/pVL8kxcLoH"
Timber Bridge at LongPoint Corridor,WoodMarketing,2018/5/21 15:24,2,1,NYC design firm CRME/Jun Aizaki Architecture &amp; Design proposes NYC's first floating wood bridge: Timber Bridge at https://t.co/W9zFyO1gc2
MUSHA One of a Kind Wrist watch Made of Japanese Sword Steel,wristreview,2018/5/22 0:11,1,1,Introducing The One of a Kind Wrist Watch Made of Japanese Sword Steel From Musha https://t.co/5OjdgYjuXQ #musha https://t.co/8sWVXWfUjF
Tempest Carbon 2,ww_review,2018/5/16 17:00,1,1,WWR: The Tempest Carbon 2 is back on Kickstarter  go go go! https://t.co/JVtO9v9Zha by @ww_review
The Perfection Pillow,x_walter,2018/6/4 21:14,0,1,I'm in with the chance to #win the ultimate Perfection Pillow worth £57 for the best night's sleep ever! Click the https://t.co/MLqpNQN9Wy
LEMURO,Xristfer,2018/6/4 7:15,9,2,"Lemuro launches line of high-end #iPhone accessory lenses
#photography 
https://t.co/YkJiQQWDFO https://t.co/CKSNOpgOAs"
ELIAthe worlds most intuitive tactile reading system,YogiJennie,2018/5/12 8:02,2,1,Check out ELIAthe worlds most intuitive tactile reading system by Andrew Chepaitis on @Kickstarter https://t.co/4jLIQ1VRUh
The CMKII Companion Knife.,ZacharyJFowler,2018/5/23 18:02,1,2,"Check out The CMKII Companion Knife. by Knight&amp;#39;s Edge on @Kickstarter https://t.co/gxLVfGlJY8
Designed by a 16 https://t.co/U8gyAvELzQ"
