keywords,User,Time,Favorite count,retweets,Text
Obsessive Compulsive Disorder Diary,notesinabook,2018/5/27 6:15,2,1,Obsessive Compulsive Disorder Diary https://t.co/mU39ty7lxc #Kickstarter #Kickstarterfinds https://t.co/Jht8QXa05g
The Gods Are Bastards,NPHNicholas,2018/5/22 3:03,1,1,"@moomoof @ardismeade The gods are evil, the destruction of the world by demons is inevitable, the humans are bastar https://t.co/9QaMF3UOwk"
A Timeless Celebration,openhousetv,2018/5/12 12:50,7,2,The home of music industry titan @CliveDavis is a timeless celebration of entertaining and art. Check your local NB https://t.co/oErW49n3PI
A World Of Wisdom,OutOnTheMoors,2018/5/29 7:21,4,3,"Set sail across the Cyberian Sea and found an island of misfit minds, where Ganesha welcomed all to a world of wisdom."
Understanding Book Publication Contracts,PamelaSamuelson,2018/6/4 14:35,9,3,"With 11 days to go, @Auths_Alliance kickstarter campaign is now within reach of its goal of $12.5K to support its b https://t.co/P7p4F4MvW8"
Your First Football Shirt by Football Shirt Collective,paolodilamio,2018/5/11 8:41,0,1,I just backed Your First Football Shirt by Football Shirt Collective on @Kickstarter https://t.co/lxBTQXlJk5
"LITTLE MOSS, BIG TREE",PebbleandMoon,2018/6/4 23:40,1,2,"Fleshing out the squirrel friends of Little Moss and Big Tree. See the finished versions in the book ""Little Moss, https://t.co/oCSaGVMlsh"
"Maiden, Mother, and Crone",peter_gillet,2018/6/3 20:25,2,1,"Just because I backed a kickstarter she was interested in (https://t.co/rXPnFf5YzT), @samarcand gave me one of her https://t.co/EwKZk49Vsb"
100 Things Phish,PHISHpointO,2018/5/16 14:42,12,3,"100 Things Phish Fans Should Know &amp; Do Before They Die:

#97 - Get tweeter roasted by @thephunion and not sulk in t https://t.co/dTi6BYM6nL"
Vers Libre. A new approach to a radio station,PlanBstudio,2018/5/8 15:34,1,1,Vers Libre have made it to 65% funded! Crowdfunding is all or nothing. Help them reach their target: https://t.co/LecDE7qvpM
In The Mind Magazine,praguemicrofest,2018/5/22 8:21,8,6,"The duty of the writer, of the poet is not to cowardly shut himself away in a text, a book, a magazine, from which https://t.co/V551VpPfsI"
Drabbledark,PrinceGrimdark,2018/5/20 0:16,12,3,Stretch goal #1 has been reached for Drabbledark. Authors will be paid .03 a word for their stories. Still 10 days https://t.co/MB5XPrwN1G
Skelekin,PrintNinja,2018/5/9 19:30,1,1,Check out Skelekin - A Halloween book for children of all ages! by @SkelekinBook. It's a #kickstarter featured proj https://t.co/xR6C7i8g1p
"The Gad Nail, an Illustrated Adventure",pvcrowdworks,2018/5/22 15:50,1,1,"#WesternMA @Kickstarter: THE GAD NAIL, AN ILLUSTRATED ADVENTURE. The second book in Gad the Zig series, written by https://t.co/1VyFBZUvFV"
Rachel Rocketeer,QUTfoundry,2018/5/16 2:23,2,1,"Let's excite kids about the wonder of #space travellearning #STEM, &amp; where humans may go! Help #crowdfund this  https://t.co/YjTuzMJ8bc"
EOS 10 Season Three,radiodrama,2018/5/27 19:01,3,1,"Give em your HOT DOLLARS, kids! One week left on the ol Kickstarter:

https://t.co/323fGshuzs https://t.co/cbgNVORFMS"
Visions of Whence,readwritejeremy,2018/6/4 20:35,1,1,"@corygodbey Excited to see your book Visions of Whence! Just supported on  @Kickstarter :)

https://t.co/WtYBXckdJ8"
Savage Impressions,RedPlatePress,2018/5/15 18:02,0,2,5 days to go! Closing in on the target for the Bruce Licher @kickstarter project I've been helping with. 'Savage Im https://t.co/Z4KwXA7vUm
Rage Create,respect4all,2018/5/22 4:17,0,1,"@sarahemilybaum @breebxtler ""aggrieved white male entitlement syndrome"" 
how rage and white male privilege come tog https://t.co/qIGiDcwNBE"
My Brother's Lion,RicksterRicks,2018/5/18 22:29,2,1,we had lunch with my dad yesterday. he had told me he had gotten me something as a surprise. he had had a copy of m https://t.co/J5QGnBZe04
Fianna's Awakening,RonCNieto,2018/5/20 2:40,0,1,In case you somehow managed to miss it: an exclusive preview of Fianna's Awakening is now available! For a limited https://t.co/SOM6elmvQB
Shakespeare for babies,rosespringvale,2018/5/11 2:29,3,2,"@NanaHoodRocks Teresa, my daughter had a Kickstarter for her second Shakespeare for Babies board book. I got to gue https://t.co/jfiagTC889"
Unlocking the Magic,RossRintala,2018/5/20 22:51,12,1,Grab ahold of your dreams and make them come true. For You are the key to unlocking your own magic. Now go. Let yo https://t.co/bhqKxCIDad
Return to the Hollow Earth,rudytheelder,2018/5/18 5:12,11,2,"One more Hollow Earth painting, ""Woomo Hunters."" https://t.co/7UcPaO8CMt https://t.co/aS6JdmlEWq"
Timeshift,s_r_algernon,2018/5/28 17:40,1,1,Buzz is growing for Timeshift. It features one of my stories too. The great thing about Kickstarter funded antholog https://t.co/66tVeMZA3i
Sherlock Holmes,ScotlandsPeople,2018/5/22 12:44,0,1,"Birth entry for Sir Arthur Conan Doyle, author &amp; creator of #Sherlock Holmes, who was born at 11 Picardy Place, Edi https://t.co/7cecIeWsth"
MotorPunk,Segregates_band,2018/5/18 19:19,4,1,Listen to this guy's words and buy a copy of Burston from https://t.co/qzygz3BKGQ #motorpunk #Motorheadbangers https://t.co/7Yk3GUI6kn
ShadowMyths Oracle Deck,ShadowMythsArt,2018/5/14 20:40,3,2,The proofs for the ShadowMyths Oracle Deck are in.  I love their look.  Clean and simple.  I'll have some pictures https://t.co/SnJ1LH63du
Rocky Mountain Colouring book,Snow_Alligator,2018/6/2 23:30,3,1,#RockyMountainCB is a 44 pg colouring book of a outdoor adventure road trip. It follows a station wagon as it heads https://t.co/eUpmKB4YeR
Fantastic Fantasies,soitistoldcast,2018/5/11 14:06,24,4,"This first-class fellowship of friends formed upon following fantastic folk fantasies. #ff

@SelineSigil9 https://t.co/mRBDGLE8Gm"
Goodbye Daisy,SomebodysChlsea,2018/5/22 11:17,4,1,"It's not like I need my heart anyway 

Please heal him, @MoTancharoen @jedwhedon @clarkgregg. Daisy shouldn't ha https://t.co/NHAYTqxsPn"
Painting the California Coast,SothebysFr,2018/5/17 0:52,2,1,"David #Hockney Scores 2 Auction Records, Including His Kaleidoscopic Painting of the California Coast | Sotheby's https://t.co/8stKLCASXq"
Little Bear and His Chair,springintobooks,2018/5/12 12:23,2,2,"Meet Spring Into Books Author Claressa Swensen, author of multiple childrens picture books including Dino Dino Doi https://t.co/DobDrHLUJF"
The Book Of Mormon,startofamoment,2018/5/29 5:53,5,1,the something incredible reprise is NOT necessary at all and is in really poor taste even for Book of Mormon https://t.co/l08A9yjDtl
Shakespeare for babies,StateofShakespe,2018/5/15 14:21,3,1,#Shakespeare for babies: real literature to read on a lap is popular! https://t.co/nXfn88Qkey
In Search of Sisu,SuchFunDB,2018/5/16 6:01,1,1,"Sisu's reindeer search, the new story of the #playingeverafter @Erasmus_Project is ready! https://t.co/EbfjSdzKwa W https://t.co/Z8tV9tcMw8"
My Brother's Lion,SumiAkt50349403,2018/6/4 15:30,3,1,"Help Josh Burleson finish his latest children's book titled ""My Brother's Lion"" - A children's adventure about frie https://t.co/1Dk1deadP1"
The MeeTwo 'Mental Help' Handbook For Teenagers,suzigodson,2018/5/26 5:12,0,1,"@Madhenry_miles @skalidindi1 Hi Miles, we are publishing a Mental Help Handbook for teenagers. Would you like to wr https://t.co/ZrBzKgfJGn"
Shattered Dreams,SweetnSpicyBook,2018/5/16 3:29,0,1,"#HisChristmasMiracle
An impossible wish...
As compelling attraction drives Chrissie and Kyle together, a wistful ye https://t.co/ZyMnanvBfe"
Prism Power,t_unmasked,2018/6/5 0:07,4,1,"Considering new stretch goals for ""Prism Power"" and want to hear from you!

Which would YOU rather see as a extra t https://t.co/u3HFwxQ7nr"
YA Fantasy Novel,ta_hernandez5,2018/5/29 3:08,3,1,"#FourDreamProjects

¨YA fantasy novel with trio of POV characters who've been in my head for a decade
¨Rel/Zeb sci- https://t.co/yR5b5tn3Na"
Joann and Jane,tanguanikia,2018/5/16 0:50,2,1,"Please contribute towards this project!!! 
Check out Joann and Jane: Who Made This Mess? A Children's Book by Brand https://t.co/VyvLzU3q3Y"
The Art of Mark Schultz,ThatCthulhuGuy,2018/5/22 20:52,1,1,I just backed The Art of Mark Schultz: Carbon 3 on @Kickstarter https://t.co/IsEub9w6Bi
The Agora Letters,TheJapanShop,2018/5/21 11:04,4,1,Last few days of Clay's #kickstarter campaign. Check it out and give him some support! https://t.co/QB2ydTHSv3
Usage Magazine,TheQueenSpeaks_,2018/5/19 14:52,4,2,"New article on my magazine, read some shit! Hoping To Kill Us: The Purposeful Usage Of Police As Lynching Tools By https://t.co/yDIxPzlHLS"
Kalamata's Kitchen,timhreha,2018/6/1 2:32,1,1,Kalamata's Kitchen: Travel with Your Taste Buds is popular on @Kickstarter!  #KalamatasKitchen #foodies #Education https://t.co/UKXv9YLO0m
A Timeless Celebration,TLandin,2018/5/21 20:07,2,2,"@TimeTravelStorm @beckie_bannon @nbc @abigailspencer Oh Yes, Happy Birthday and maybe we'll get to see a #Timeless https://t.co/H6TiKtRa2R"
Rage Create,torilovestoast,2018/5/22 1:42,5,1,"anger! 
rage!
frustration!

these were the ingredients chosen to create the perfect little mess"
"LITTLE MOSS, BIG TREE",turner_tasha,2018/5/25 20:28,1,1,"I just backed LITTLE MOSS, BIG TREE: Illustrated Childrens Book on @Kickstarter https://t.co/irGrMEAVwj #Kickstarter"
Pidgeonary- a pigeon appreciation zine,UKCrowdfundWeek,2018/5/17 8:27,1,1,A New UK #publishing #crowdfund! 'Pidgeonary- a pigeon appreciation zine' https://t.co/xzaeNWKFZU
Unf*ck Your Adulting & This is Your Brain on Depression,Vercher_Ink,2018/5/29 15:41,2,1,Become an adultier adult thanks to @theintimacydr Unf*ck Your Adulting &amp; This is Your Brain on Depression is popula https://t.co/36ELG4uvhi
2 Many Parakeets,VinsightfulKids,2018/5/25 14:24,2,1,"Check out 2 Many Parakeets, an illustrated Children's Book about Birds. I'm a fan! @Kickstarter https://t.co/oWcfGvUIZZ"
The Haunted Zoo,vitamind64,2018/5/12 1:49,2,1,"@twin_rova Places Gaara would be abandoned in:
-Goodwill
-Walmart
-Kmart
-Dick's Sporting Goods
-A Gamestop in a ma https://t.co/hU3wqNlcAl"
The Visual Facilitation Field Guide,VizWorld,2018/5/28 18:16,0,1,The Visual Facilitation Field Guide announced on Kickstarter https://t.co/DcyW61GJ5Q https://t.co/0JCacrFRay
Release the Virgins,wattevans,2018/6/1 17:37,3,2,"I've just gotten my first look at some of the other writers' story ideas.  This book is gonna be fun!

(Assuming, o https://t.co/RUWkxgNfiO"
Outlier Kanji Dictionary,whichrich,2018/5/26 8:53,6,3,"Im really hoping this awesome Kanji dictionary can get funded - fellow Japanese learners, please take a look! https://t.co/CRRwXwKh1z"
"Fatventure Mag, Volume 1",WildCottage,2018/5/22 9:57,5,3,"Just sent in my piece, it revolves around Ireland's #HenHarriers; what they, and #nature, mean for me. I'm a fat wo https://t.co/jUrhivNd3C"
YA Fantasy Novel,WilliamJKenney,2018/6/5 4:55,2,1,"https://t.co/DVheQIenCV Young Adult fantasy novel, Embremere for the Kindle. Trying to survive in The Under. #YA ... https://t.co/nkAwPnk2KF"
Bears Want to Kill You,willyconquer,2018/5/15 18:53,3,2,"Only 60 hours left! Everyone needs to pledge support to this book!
Check out Bears Want to Kill You by Ethan Nicoll https://t.co/IJRDltDQhd"
No Single Sparrow Makes a Summer,wordhabit,2018/5/21 14:41,2,1,I just backed No Single Sparrow Makes a Summer on @Kickstarter https://t.co/Cz3nOT7xy9 @LouisvilleStory #storiesmatter
BABYLON BY BUS,WorldAReggae,2018/5/22 8:27,2,2,20 more hours to go to reach this Kickstarter Goal. Order your copy of the Babylon by Bus Book now and back this pr https://t.co/Du6me9s8bQ
Adventures in the Arcane,Wreck_It_Ty,2018/5/19 19:47,3,1,Battling Pirates In The Updated Roblox Arcane adventures Part 2: https://t.co/D1mmIRIibg via @YouTube
Penelope's Petition,WVUFLU,2018/6/3 16:41,1,1,Great project for our youth in WV. Please consider helping out. Check out Penelope's Petition by Hilary Kinney on https://t.co/QFlPfc56mL
The Art of Mark Schultz,Xenozoicphiles,2018/5/30 21:25,1,1,"The Art of Mark Schultz: Carbon 3, via @Kickstarter https://t.co/vDTMy6c0WE"
A Light Extinguished,XianMind,2018/6/4 11:01,2,1,"""Creatures are like candles, they waste while they afford us a little light, and we see them extinguished in their https://t.co/JPv6Wt4DH6"
The Gods Are Bastards,youraverageq,2018/5/12 20:51,0,1,He was the sort of person who stood on mountaintops during thunderstorms in wet copper armour shouting All the God https://t.co/2KwNGye3tZ
Return to the Hollow Earth,zincronicity,2018/5/21 19:55,4,2,"@WildGoose999 There is an entrance to Hollow Earth there where the last remaining Hyperboreans dwell in solitude, w https://t.co/COsCSKYCOz"
