keywords,User,Time,Favorite count,retweets,Text
HeroBook,haydnroff,2018/5/14 22:08,1,1,I just backed HeroBook - The 5E Player Character Notebook on @Kickstarter https://t.co/aCaJnAdw96 #heroquest
"TALES OF THE NORTHLANDS, The sagas of Noggin the Nog",HeavyCardboard,2018/5/12 18:03,17,2,"We're live w/@BigBadLex 

Tales of the Northlands: The Sagas of the Noggin the Nog!

With @amandau &amp; @MHGameGuys 

https://t.co/8Vwp4uRxlM"
Nickelodeons Splat Attack!,Hellsfire,2018/5/22 6:56,4,2,There's a Nickelodon board game coming out based on my childhood cartoons. This seems pretty cool. https://t.co/EI0pKjksMF
Hard City Board Game,HexyStudio,2018/5/15 9:47,3,1,Big news in the latest @kickstarter update for #HardCity! https://t.co/tPE7o0QDiO Do you know any co-op gamers who https://t.co/vnCQnXOUvw
Zoo Break  Escapism at Its Finest,HFCNews,2018/5/25 5:11,0,1,Check out Zoo Break  Escapism at Its Finest by Chris Guenther on @Kickstarter https://t.co/UitlhFLZhv #Crowdfunding #Kickstarter
Ironrise,HowToGM,2018/5/25 16:49,12,4,Thinking of designing your own board game? we chat to Ironrise Games on how to make a board game https://t.co/uJ8yeWZbcp
Doxie Dash,hyperstarter,2018/5/21 9:59,0,1,"Doxie Dash #BoardGame. Take on challenges from the doxie's perspective as you defeat foes, poo on expensive rugs, h https://t.co/6yl16EFdlZ"
Savage Worlds Sovereign Stone,IanRLiddle,2018/5/23 22:17,2,2,"Closing in on unleashing the Bestiary, lets see if we can unlock it. Only eight days to go. #SavageWorlds https://t.co/wsZMxdETdZ"
Nickelodeons Splat Attack!,IDWGames,2018/5/21 23:56,23,5,@GeekandSundry takes a look at @Nickelodeon's Splat Attack! The food-fight board game packed full of your favorite https://t.co/DefawWQrOv
Nickelodeons Splat Attack,IDWPublishing,2018/6/4 16:09,13,2,Check out the first ever prototype of @IDW @IDWGames' #Nickelodeon #SplatAttack! The 90's #Nicktoon food fighting g https://t.co/CAKuLTrXMt
Solar Warden,IFMU_Gaming,2018/5/15 19:45,2,2,Go back this @SolarWardenGame Kickstarter! It's really awesome and incredibly fun! Demo is available! #indiegame https://t.co/78xWs8PyBL
Reign of Cthulhu,ifshesaysit,2018/5/28 15:39,3,1,Reign of Cthulhu: A Lovecraft inspired Augmented Reality RPG #horror #HPLovecraft #ReignofCthulhu #gamers https://t.co/LImFnzaTnl
Bios Ex,Indie_launchpad,2018/5/29 7:44,1,1,"Check out Bios Ex   A psychological Visual-Novel game, 90s style by @GogenSoft https://t.co/4T51gqGSg3 #indiegames https://t.co/WtpSwtYMIG"
Dungeon Dreams,IndieDiscoverer,2018/5/15 9:48,3,2,"""Dungeon Dreams"" is now live on #kickstarter!

Help them to get funding!

#gaming #indiedev #indiegame https://t.co/7jx1dV0fC2"
Herbaceous Sprouts,IndieGameAllies,2018/5/29 0:18,3,1,IGA @Kickstarter Alert: Herbaceous Sprouts: A Flavorful Dice Game by Eduardo Baraf (21 days left) https://t.co/ZPtkhqXP0a
Sol705,IndieGameLover,2018/5/29 11:01,2,4,"Find the humor in Sol705 a graphic adventure currently on #Kickstarter. https://t.co/U0wyBkTFVv
#screenshot https://t.co/kAyg5uCwaJ"
Custom 3D sci-fi game,indiesara,2018/6/5 3:57,0,1,I just backed Custom 3D sci-fi game board to fight zombie xeno invaders! on @Kickstarter https://t.co/W25NQ8dZ1J
Party Fowl,insertquesthere,2018/5/29 8:53,1,1,Remember how we interviewed @HebanonGCal and @egonzord about @partyfowlgame ? Well the interview is out now! https://t.co/8guGTkdmZW
Agents of Concordia the Roleplaying game,InvisionGameCom,2018/5/9 9:20,3,3,Go and checkout Agents of Concordia the Roleplaying game now on #Kickstarter https://t.co/AF1iUo7GFY @s_strangewood https://t.co/uziAgQk4TN
Spies and Patriots 28mm Wargaming Miniatures,IrregularMag,2018/5/9 6:15,1,3,Some spies for all those Cold War era games https://t.co/wUJmJIO85L
GameTale,jam_hirons,2018/5/14 8:31,3,3,Check out GameTale: First of Its Kind Gamebook for Little Children by GameTales on @Kickstarter https://t.co/hzcoIdi6gi
Open Portals Playing Cards,james_r_eads,2018/5/24 9:26,10,3,"Open Portals Playing Cards

 https://t.co/ZbuY27gsY7, via Kickstarter"
A Delve in the Cave,Jamie1km,2018/5/22 11:56,3,1,"Kicktraq seems to think weve hit the ceiling, but I dont think so. Six hours to go ... two stretch goals remainin https://t.co/37EapJBkw5"
Iskl√∏ft,JarlDM,2018/5/9 18:12,4,3,I liked a @YouTube video https://t.co/W9K6Z5lT1V Iskl√∏ft - Grim Viking 5E Campaign Setting by Jarl DM- Nerdarchy Live Chat #272
Cubeamajigs,JeffMiracola,2018/6/5 4:11,5,4,Just a few days left to get involved in the #Cubeamajigs #Kickstarter by @cardamajigs. Me and a handful of other https://t.co/wDrzuBPPD4
Goblivion,jeffwow,2018/6/5 2:02,2,2,"#ContestAlert; Win a #kickstarter copy of the #Goblivion #boardgame thanks to @boardgamerev and @GoblivionGames, Ch https://t.co/oxVKZoqz2l"
DRONES AND ROBOTS,Jewson,2018/5/22 12:34,2,1,"Self-assembling buildings, 3D printed homes and #construction robots  just a few of the things predicted in a new https://t.co/lNl8L9hb1j"
Hide Or Die,JimmyJLess,2018/5/29 0:49,6,1,I just backed Hide Or Die - Large Scale Asymmetrical Horror on @Kickstarter https://t.co/4du8eBYj50 jfamHype
MourneQuest,Jipin,2018/5/22 9:32,1,1,"Lovely little game from @BackspindleGame up on KickStarter right now. https://t.co/zGJ8jEg0Dh

Based on the books o https://t.co/a395OwuRDH"
Crisis at Steamfall,JLC613Mitz,2018/5/22 10:13,1,1,Check out this amazing #boardgame #giveaway courtesy of @boardgamerev: https://t.co/qzDHwJdgJc
Creatures & Cupcakes,jlobkowicz,2018/6/4 20:59,5,1,It's a new week. Have you showed the Creatures &amp; Cupcakes campaign to your friends yet? I'm personally very proud o https://t.co/bGoP0bW6ab
Stonehaven Adventurers 2018,JoeGKushner,2018/5/26 11:24,2,1,"I just backed Stonehaven Adventurers 2018 on @Kickstarter https://t.co/lBWsskr9nM Well, more accurately, I just upp https://t.co/q5SgrMDQ4Y"
Wild Mage,Joel_Couture,2018/5/16 0:49,2,1,.@WildMageGame will have you learning magic from monsters while travelling a kingdom in the clouds. https://t.co/D01CkxIsNp
Evil Overlord,johnguzlowski,2018/5/29 10:19,1,1,@nik_watson_ @D_Evil_Overlord @scalzi Interesting article in this weeks New Yorker about what the Disney ownership https://t.co/8AEDixCqUa
Electromagnate,Johnrap,2018/5/25 13:08,7,5,"Remember, the foundation of artificial intelligence is human intelligence.  Cota Hall, Electromagnate: The Go Spell of John"
Reign of Cthulhu,jspeckman,2018/5/22 0:48,3,4,Reign of Cthulhu: A Lovecraftian Inspired A.R. Clothing Game.  Check out the newly updated Kickstarter page. https://t.co/4uJ6mRYMDA
Sickest Witch,JustinSirois,2018/5/15 10:35,4,1,Very limited number of these massive sets for $99 on the Sickest Witch Kickstarter: https://t.co/yjX3tNWFUe https://t.co/Vd1OYXvNuW
Odissea Playing Cards,Kardify,2018/5/15 7:39,2,1,First Look: Thirdway Industries Reveals the Mythica Limited Edition of Odissea Playing Cards! https://t.co/iA0noWjPbR
"BFF!  The game of girlhood, friendship, and adventure!",katyfaise,2018/5/21 20:48,8,2,"I just backed BFF!  The game of girlhood, friendship, and adventure! on @Kickstarter https://t.co/RObBKdAezC"
Heroes Map,kick_boardgames,2018/5/22 9:15,0,1,[New!] Heroes Map (Goal FR50)  https://t.co/ZWty9t4BLT
Galactic Wars,Kidzcoolit,2018/5/29 9:37,6,4,"Solo A Star Wars Story fans, both Harrison and Dad are in agreement - you need one of these. Harrison Reviews!!! https://t.co/mSrpCXUqwu"
Interbellum RPG,KiMcKenzieVA,2018/5/27 9:08,6,2,"https://t.co/CQeF0VEdHD

4000 dollars reached! 10 days left people, lets keep it climbing! As a recently promoted c https://t.co/FwKxPyZLSk"
Cosmic Run,Kipel7,2018/5/29 4:21,0,1,"Lets make this bigger and better! This game will be fun! Give it a look! Cosmic Run: Regeneration
#BoardGames https://t.co/WuaeBCgb0Q"
Crisis at Steamfall,knarfuu,2018/6/4 17:42,2,1,I entered to win #CrisisAtSteamfall thanks to @BDGTom @TryRollingSolo | #BoardGames #BoardGame #SoloBoardGames https://t.co/VDbIOTtitJ
Knuckle Sandwich  A Dang RPG,kncklsndwch,2018/5/14 2:58,37,7,Posted another update to the Kickstarter. It includes the winners of the fanart contest! https://t.co/DuCCUBzx8X
The Omen Saga,kolossalgames,2018/5/14 16:52,6,2,"Did you see the wonderful @BoardgameCorner preview The Omen Saga on The Dice Tower? Thanks for the great video.

https://t.co/lCjVXK0ZLi"
Crisis at Steamfall,koolaid5922,2018/5/22 7:32,0,1,I entered to win #CrisisAtSteamfall thanks to @BDGTom @TryRollingSolo | #BoardGames #BoardGame #SoloBoardGames https://t.co/5RURy7VBPh
Inexpensive Fate / Fudge Dice,krowdster,2018/5/17 8:37,21,12,Brand new on @Kickstarter: Inexpensive Fate / Fudge Dice by Daniel Gallant https://t.co/iu02NYWON3
DIG (Second Edition) & DIG,ksboardgames,2018/5/16 15:48,5,1,"Funded, 5th player components unlocked and more to come in #DIG the press-your-luck game for now 25 players ages 8 https://t.co/6NGk9aKYzw"
Reign of Cthulhu,kulaComfort,2018/6/3 20:18,5,4,Reign of Cthulhu is Changing AR Gaming one T-shirt At a Time! https://t.co/vSSUAJYagj via @NothingButGeek https://t.co/zZZjXk1xAw
Mr. Cabbagehead's Garden,lackriver,2018/5/12 17:45,7,1,Thanks to @PGHBoardGames for hosting me and @pgh_gamer for two demo games of Mr. Cabbageheads Garden currently on https://t.co/F6MHwzazZC
The Quotable Game,ladygra_gra,2018/5/15 2:44,3,1,"The world sucks a big one right now, so lets play a game. If we were a tv show, what would it be called and what i https://t.co/cwY5RWpHdo"
Sol705,land_patricio,2018/6/5 4:30,4,2,"Let's keep sharing the #Kickstarter campaign, guys! Just a few hours left!
Ô∏ Here -&gt; https://t.co/JQMR3BE9eV
Retwe https://t.co/b0g2YNimwY"
GRIM BUTCHERS Chaos Dwarf Team for Fantasy Football,lanzastudy,2018/5/18 12:24,3,1,"Actu, add-ons y mini extra!!! GRIM BUTCHERS Chaos Dwarf Team for Fantasy Football

 https://t.co/Q3aK2v1tpl, via Kickstarter"
Slickerdrips,LDuckGames,2018/6/1 22:53,3,1,"If you do not know Tom - then meet @slicker_drips !
We just backed his Kickstarter and truly encourage you to suppo https://t.co/wPkBJ1fadK"
The Overworld and Beyond,Legendary_Pants,2018/5/23 13:00,6,3,"Thanks for including #code2050 in your Crowdfunding Roundup, @Morrus and @Angus_A! 
https://t.co/aGXcthuWzb https://t.co/ez6P3TjICs"
Open Portals Playing Cards,legionpaper,2018/5/30 13:30,5,1,Open Portals Playing Cards- a fully illustrated playing card deck and game by @james_r_eads on Coventry Rag 290gsm https://t.co/45Fx0SkWvi
Herbaceous Sprouts,LetimanGames,2018/6/2 16:24,10,4,I just backed @ebaraf  @PencilFirst Herbaceous Sprouts: A Flavorful Dice Game on @Kickstarter https://t.co/UcMrCe8O2U
The Ultimate Clap Back,Libbyb92,2018/5/29 2:36,1,1,The ultimate and original clap back https://t.co/IZMGdC4fnx
RPG Book Leather Cover,LibrisArcana,2018/5/15 14:58,11,6,Check out our leather #RPG book cover on Kickstarter. We're offering a pretty step discount from retail for the kic https://t.co/qPCVNxl0tC
Misty Ruins,LloydGwilliam,2018/6/4 2:06,4,3,"Last week we attended a play, Timon of Athens, at Shakespeare in the Ruins at the Trappist Monastery.  It was rainy https://t.co/Z5CRiAKUUK"
The Steel Road,LlSinopa,2018/6/4 23:46,4,2,"#dnd5e #dnd #dungeonsanddragons The Steel Road: Exotic Weapons for 5th Edition, via @Kickstarter https://t.co/YYG7yjgmsy"
Skip55 the arithmetic board game,logygames,2018/5/24 0:07,4,2,Brand new on @Kickstarter: Skip55 the arithmetic board game by Mitsuo Yamamoto https://t.co/acqyamtz9R
Evil Overlord,LonnaSeibert,2018/6/4 23:27,9,1,2/3 Thank you for the 5/30 #1linewed @D_Evil_Overlord @authorsamantha @BertoldiRoy @FawkesWrites @K_Kibbee https://t.co/QqTPmBjmto
Endless Realms RPG,Lunar_GamesInc,2018/5/15 23:48,3,2,Hey Everyone #endlessrealms is 85% funded on #Kickstarter! Lets get this great new #tabletoprpg funded and unlock s https://t.co/7PsQPfqUGP
Doxie Dash,mackerelskygame,2018/5/28 2:11,3,2,Doxie Dash has been funded on Kickstarter! Thank you to all who helped make this dream come true!! Stretch goals to https://t.co/wIWkXenqFz
Jaws of Extinction,MadRavager,2018/5/24 3:05,6,5,Checking out a prototype game Jaws of Extinction tonight. Hopefully be a cool new zombie game in the future! https://t.co/Pt41JIuAPi
RPG Character Journal,MaestroMurdock,2018/5/15 18:32,1,1,"I just backed RPG Character Journal on @Kickstarter 

Table space is always at a premium and this is a great way to https://t.co/OTQ1oGNXvp"
Odissea Playing Cards,MagicOrthodoxy,2018/5/16 22:31,3,1,LIVE on Kickstarter Odissea! from @ThirdwayInd Don't miss the early birds and the limited rewards available! https://t.co/8eYERUYFGY
The Neverland Rescue by Scott Almes,MakerFaireRoc,2018/5/15 19:45,8,3,"Our friends at @LetimanGames are at it again with a new table top game, The Neverland Rescue. Check it out at https://t.co/OFXT5jcVZt."
Newfoundland Jam,manabrownies,2018/5/24 2:00,3,1,"@barkflight @rockpapercynic @DrinkingQuest (I'm from Newfoundland and jam recipes are basically gold, plus this looks so fun.)"
Dream Askew  Dream Apart,manixur,2018/5/28 21:38,9,2,"(Avery Alder, the designer of Monsterhearts, also designed Dream Askew, and the new edition of that's on kickstarte https://t.co/y1S2jSUC0I"
Overlight RPG,manvsmeeple,2018/5/15 14:48,11,1,Come on all you RPG'ers!  Give Overlight a look - not much time left to back! https://t.co/aoTXRpxGVD
Reign of Cthulhu,margiesmith2011,2018/5/15 23:33,5,2," Reign Of Cthulhu is on FIYAH!!!!!
          Be Part Of This New Technology!! 

This Game is Amazing!!!! Based https://t.co/xHxeeoHPQ8"
Crisis at Steamfall,MartinLenkie,2018/5/22 9:01,0,1,I entered to win #CrisisAtSteamfall thanks to @BDGTom @TryRollingSolo | #BoardGames #BoardGame #SoloBoardGames https://t.co/CBtICxSX1A
HeroBook,materialcom,2018/5/22 7:26,3,2,There's only TWO DAYS LEFT to get your gauntlets on a HeroBook. https://t.co/2of3tFKy8j
Confrontation  Classic The legendary skirmish game,MatericLook,2018/5/16 3:16,0,1,"classic #miniatures from #Confrontation #wargame are back!
complete collection is limited to 2000, on #kickstarter https://t.co/59yDUNdv3b"
Escape the Dark Castle,mattthr,2018/6/4 16:07,1,1,My thoughts on some current Kickstarters - Dice Dungeon and Escape the Dark Castle from @themeborne  - that I tried https://t.co/F4PkVXY1lO
BlackTales Playing cards,maxplayingcards,2018/5/25 20:23,2,1,BLACKTALES Playing Cards. A very traditional pirates - https://t.co/uHKJbUUlc7 #playingcards https://t.co/g7YPKpy8Cj
OrcQuest WarPath,mazegamesfr,2018/5/29 11:22,4,3,"OrcQuest WarPath - The Boardgame, via @Kickstarter https://t.co/hQ59Scw9dq"
Orphans Team Fantasy Football,mendozasalado,2018/5/28 19:19,2,1,Brand new on @Kickstarter: Orphans Team Fantasy Football by Zenitminiatures https://t.co/Vu94qwbwgW #kickstarter https://t.co/n2EQR3V9Eq
Sickest Witch,MICA_CD,2018/5/14 20:40,0,1,"Support alum Justin Sirois's latest tabletop game Sickest Witch!
https://t.co/H6xXiAV0mM"
The Steel Road,micsrai,2018/5/29 5:04,3,2,A proud project for the country. First time fully welded steel truss bridge for railways. The bridge will cater to https://t.co/KuEXkuOek9
Slumbering Oblivion,MierceMinis,2018/5/29 15:54,0,1,Check out the Slumbering Oblivion Kickstarter! - https://t.co/UiOVXI6Q6s - Have a look at our good friend Warchild' https://t.co/PBC8cBhTh2
Slickerdrips,mighty_boards,2018/6/1 15:44,2,1,We just backed @slicker_drips Year 3 on Kickstarter. Have you? Tom makes wonderful how to play videos which are a f https://t.co/UgC8nIl2pa
BoardGames with Niramas 2018,MikaelSannholm,2018/5/21 15:50,2,1,Check out BoardGames with Niramas 2018 by Boardgames with Niramas on @Kickstarter https://t.co/VBtZfS9e29
Skip55 the arithmetic board game,Mikeyothedj,2018/5/24 0:16,0,1,Skip55 the arithmetic board game https://t.co/74wDB55nRA
The Pathway Project,MiSpringboard,2018/6/4 14:44,2,1,"Opening the gates of entrepreneurship, like @startgarden did successfully through its 100 ideas project, creates a https://t.co/dJ8biAHaqy"
Fenris Games,mitzyandjimbo,2018/5/15 20:00,10,2,Ian from @FenrisGames sent us these amazing #RubbleCity previews! Get on Kickstarter and back it as theres less th https://t.co/Jlhy0ZO50d
VR Puppet Murder Mystery,mockman,2018/5/13 23:54,0,1,"Speaking of puppets doing (sorta) inappropriate things, check out the Puppet VR Murder Mystery on Kickstarter! https://t.co/WFwFLtnYw9"
Newfoundland Jam,Mojoman1289,2018/5/15 18:54,1,2,"Get this game!! Artwork is great and it's about jam!!
https://t.co/eHt2ulciQv"
Sparkle Kitty Nights,mom_eugene,2018/5/29 0:48,6,2,I just backed Sparkle*Kitty Nights. Thank you @RadiantG_ for recommending it and @breaking_games for such a fun pro https://t.co/df7cQDQcBa
Savage Worlds Sovereign Stone,Monkey7771,2018/5/28 19:08,2,1,Check out Savage Worlds Sovereign Stone by Ian Liddle on @Kickstarter https://t.co/JMDQJVy6X5
Bloc by Bloc 2nd edition,MonkeyWrenchATX,2018/5/26 20:00,6,5,"The semi-cooperative board game about urban insurrection is getting an update!

If you never played the first one, https://t.co/Tk05dylfcJ"
TALES OF THE NORTHLANDS,Monskerz,2018/5/27 18:50,20,3,#HeavyCon18 watching a game of Tales of the Northlands - The Saga of Noggin the Nog https://t.co/XkprPMswVE
Newfoundland Jam,Moosekleenex,2018/5/16 2:37,6,6,"Please take a moment to check out NEWFOUNDLAND JAM! A delightful collaboration between @DrinkingQuest and myself, w https://t.co/XRX6bpmyxD"
Mind Over Malware,Morgannn_Sierra,2018/5/16 18:20,2,2,Go check out this cool game to support two young entrepreneurs! https://t.co/9XhVcGDjR0
Quiz Quoz,MrNHendrix,2018/5/22 21:32,8,1,Limited. Edition. Get involved. https://t.co/L9eZu1NEMR @QuizQuoz https://t.co/VJ1krFnX2w
Wooden Fractal Tray Puzzles,msraynsford,2018/5/27 7:07,2,1,"Just one week left to go and a few early bird rewards have become available, act now to grab a bargain. https://t.co/wQhclRgcYa"
Iskl√∏ft,MTD_Jake,2018/5/13 14:37,7,3,I just backed Iskl√∏ft - Grim Viking 5E Campaign Setting on @Kickstarter https://t.co/G0wUWPXOeo I have had the hono https://t.co/piXsVRM53G
Big Bad Con 2018,muscularpikachu,2018/6/4 13:35,49,6,"I'm going to be at @bigbadcon! Thanks for bringing me out, everyone! I promise to make it worth it 

https://t.co/rd74Aysspi"
Ogre Miniatures Second Edition Rulebook,muskrat_john,2018/5/21 16:09,15,5,I just backed Ogre Miniatures Second Edition Rulebook from @sjgames because GIANT FREAKING CYBERTANKS! Pew pew pew! https://t.co/OF5nLULEZx
"Heroes of Land, Air & Sea",Mvettemagred,2018/6/4 11:47,4,1,Regulus in his Lionkin Long Boat defeats the Lizardfolk 67-56 in a solo game of Heroes of Land Air and Sea with Nom https://t.co/Es05gybs6W
Tinker Bits III,mylin1,2018/5/11 2:34,1,1,Tinker Bits III: Scourge of the Skies Steampunk Metal Meeples https://t.co/OoquBID7Xc
Theta Wave Oracle,mystikka,2018/5/17 23:17,2,1,Take a screenshot to reveal your Theta Wave Oracle card of the day! #oraclereading #oraclecards https://t.co/rjTlmeeJVF
Kodama Duo,NDShipley,2018/5/11 17:22,3,3,My #Kickstarter pick for this week is @ActionPhase's Kodama Duo by @DanielSolis and Nick Little. See all of the https://t.co/lWwZxpA4y2
Steamboat Billy,NDSPodcast,2018/6/4 15:12,1,2,how in the HELL is this not funded? yo @TimGettys you see this yet? #indiedev #indiegame #kickstarter https://t.co/TNuQ0q4wW9
Ironrise,Nerdarchy,2018/5/25 17:40,2,2,ironrise_games Now on Kickstarter and fully https://t.co/C2R0I5yv9W
"Heroes of Land, Air & Sea",NeverBoredGames,2018/6/4 23:42,1,1,"Our Thoughts for the Order and Chaos expansion (Heroes of Land, Air and Sea) is up on YouTube! Plus, there is a Kic https://t.co/VV7nxQh6MI"
Darwin's Choice,NicheGame,2018/6/4 20:09,30,10,"Final hours to support Darwin's Choice on #Kickstarter!
https://t.co/u4GAVLzCCG

We played it and really like it &lt;3 https://t.co/htQ1C8LtbK"
Jaws of Extinction [Reboot],nicoxbat,2018/5/14 11:36,8,8,I must say @JoEDevTeam (self funded team) have managed to make a very interesting open world survival #indiegame. T https://t.co/htjmlrXamL
Medakor,noisesatnight,2018/6/5 2:33,2,1,Check out Medakor - The Spinning Battling Fidget Game by B &amp;amp; B Games Studio on @Kickstarter https://t.co/Gqhtdq7kYY
Cthulhu Cardnomicon Playing Cards Deck USPCC Bicycle,Noomoid,2018/5/9 20:54,1,1,Check out Cthulhu Cardnomicon Playing Cards Deck USPCC Bicycle by Ace Collectable Cards on @Kickstarter https://t.co/GidKI8fnbO
Vikingr,NORSKK1,2018/5/29 15:01,1,2,Be a V√≠kingr. Be a man. Rule #095: Save your species. Check out full series (including rules censored by FB) at https://t.co/72hrIxdxGe
Steamboat Billy,NotoriousJnX,2018/6/4 10:04,5,2,"Steamboat Billy: The Curse of the Leviathan https://t.co/HYxaUNcTh9
#GamerNation #Gaming #VideoGames"
"TALES OF THE NORTHLANDS, The sagas of Noggin the Nog",nuancedminutiae,2018/5/10 20:27,3,1,"games im currently backing on kickstarter:

¢The Omen Saga
¢Martin Wallaces Lincoln
¢The Forbidden City
¢Tales of https://t.co/N03XikMznf"
Part-Time Gods Second Edition,OandFPodcast,2018/5/28 14:25,5,4,Be sure to check out @ThirdEyeGames's PART TIME GODS 2e on #Kickstarter! Create your own gods and tell their storie https://t.co/9AshUcsb9A
"BFF!  The game of girlhood, friendship, and adventure",obfuscatingGod,2018/5/15 11:52,0,2,"I just backed BFF!  The game of girlhood, friendship, and adventure on @Kickstarter https://t.co/GVfNPygWH4"
OrcQuest WarPath,oceanodejuegos,2018/5/30 23:00,5,3,"Tempus Kickstarter (Junio 2018) https://t.co/yyqtiE4cN8
Villagers @game_shelf 
Sojourn @WyvrenGaming Tiny Ninjas https://t.co/3WfelVK6nl"
Darwin's Choice,OdiniaInvictus,2018/5/20 9:34,4,3,DARWINS CHOICE EXTINCTION AND DE-EVOLUTION OR RACISM PART 1 JEWISH CONTROL OF ACADEMIA  https://t.co/1dh1dT4X86 https://t.co/kLQqOUBYHB
No One Warps For Free,ofdicendragons,2018/6/3 7:45,1,1,Kickstarter: No One Warps For Free https://t.co/VK1fb89Qmn #rpgba
Party Fowl,OneShotRPG,2018/6/5 3:09,8,1,I meant to say Party Fowl with @HebanonGCal will be streaming on Wednesday at 7:00 PM CT!
Tiny Ninjas,onexanaxshy,2018/5/27 1:19,5,1,"@Normal_Baseball Please don't forget to Shout out to the T-Ball team ""Tiny Ninjas at Bat"". Our boys idolize your bo https://t.co/NPygUY3Em8"
Arcane Scrollworks 2,OnlyPlayWizards,2018/5/10 20:42,5,1,Excited for the next round of Arcane Scrolls by @SKGames  Totally love the first level scrolls I got (see them in m https://t.co/gR4Mg9AZfn
Savage Worlds Sovereign Stone,opengamingstore,2018/5/17 19:36,3,2,"If you are a fan of Savage Worlds and @LarryElmore 's artwork, check out this interview about the RPG Kickstarter  https://t.co/ZFheUSgtby"
Tabletop Tales,OurTableTales,2018/5/24 17:10,2,1,"Dont be too Lustful or Gluttonous today, well do that one for ya! All on this weeks TABLE TALES #rpg https://t.co/9PukoWX7oR"
Golden Hour,peachypaetynn,2018/6/5 6:27,1,1,"@hannahjarnold 
glowy skin golden hour
levi denim
the feeling of summertime"
"Lankhmar Savage Seas of Nehwon, a Fantasy RPG",PEG_Games,2018/5/16 1:45,8,3,"Last 24 hours to join us in the Savage Seas #Kickstarter! Set in the classic #fantasy world of Fritz Leiber, Lankhm https://t.co/COQNQpBrrC"
Endless Realms RPG,PenanceRPG,2018/5/21 17:44,8,3,"https://t.co/LceE5vRGax

https://t.co/TPoTn0HW3H

#programme #rpg #dnd #ttrpg #role-playinggames #adventure #d20 https://t.co/oF7Uyx15Rq"
Mr. Cabbagehead's Garden,pgh_gamer,2018/5/12 18:02,4,1,I just backed Mr. Cabbagehead's Garden on @Kickstarter https://t.co/URgR0LDhrE
RPG Character Journal,PhantasmalFarce,2018/6/4 17:00,2,1,Only 48 hours left on this #Kickstarter from @crit4brains.  And so close to the #Pathfinder sheet stretch goal.  Ge https://t.co/HsOhCCMN79
Ogre Miniatures Second Edition Rulebook,philipjreed,2018/5/16 2:50,3,1,Part of the week of factory visits and meetings includes discussing the upcoming @SJGames Ogre Miniatures rulebook. https://t.co/AwP41fKYDT
The Neverland Rescue by Scott Almes,PhongOdin,2018/5/27 17:14,5,1,"Such Clean Lines, Such Vibrant Colors, and fairies and mermaids and Peter Pan?!?! Yes please!!!!  The Neverland Res https://t.co/xu45PCsrsB"
Make your collection of miniatures great again !,Pjschard,2018/5/14 13:21,1,1,Umm Wow.. this is uh  quite the kickstarter... https://t.co/gBVhkAa2w6
Spring in Sakuragaoka,PlayingGrounded,2018/6/3 14:22,4,1,"#SundayMorning  @AYMRC 's ""Spring of Sakuragaoka"" puzzle is now 93% funded. Just a little more, push and where ther https://t.co/QU4y53bARN"
Creatures & Cupcakes,PlaySocialSloth,2018/6/3 23:29,3,1,With Creatures and Cupcakes now live on #Kickstarter... we're curious... what's your favorite creature? https://t.co/lklXmGJKZY
Black Geyser,PoeticStudio,2018/5/28 16:24,4,1,Only 2 days remaining to back Black Geyser: Couriers of Darkness by @grapeoceantech #RPG #indiegame #indiedev https://t.co/0UFjWKqGpn
Darwin's Choice,PolyhedronC,2018/5/15 11:12,7,2,"Get the air horn ready, because its another episode of the Polyhedron  Collider Cast. We compare board game collec https://t.co/jROrpmjH5L"
Dungeonrunner,PowercellGames,2018/5/16 0:00,0,1,Dungeonrunner:  Solitaire Fantasy Card  Game  800% of goal and new stretch  goals had to be added! https://t.co/bWxeDEBcZl
3D Printable Scifi Structures for Tabletop Gaming Vol 2,projectmobius,2018/5/14 14:46,2,1,Civilian Building unlocked for my 3D Printable Scifi Structures for Tabletop Gaming Vol 2 https://t.co/Pj74BSz3LB https://t.co/tvWDBGWj5w
"BFF!  The game of girlhood, friendship, and adventure",PROleary,2018/5/15 15:42,1,1,This BFF #RPG #kickstarter is so well-designed. From the campaign to the game itself. I'm a big fan of FALL OF MAGI https://t.co/w5H1vTAWIj
Cubeamajigs,propsofprophecy,2018/5/13 22:59,4,1,"30k! Dr. Jigs does it again. Keep killing it @cardamajigs 
https://t.co/R3UREZZ4d3"
Sojourn,pthistory,2018/5/29 8:15,0,1,#ComingSoon  What can the sojourn of the Babylonian king Nabonidus in Arabia tell us about Mecca? https://t.co/R1ACkv6PyG
VR Puppet Murder Mystery,pts,2018/5/18 15:45,2,3,My pal @erinf is Kickstarting a VR PUPPET MURDER MYSTERY. I want to live in the world where thats a thing. https://t.co/VC5GFIIgQY
5-Minute Dungeon,PubMeeple,2018/5/28 16:45,5,2,5 Minute Dungeon only has a week left on their #kickstarter Not much time left to back this fun little #game. The n https://t.co/CvyJQJf23D
Iron Golems,randomdnd,2018/5/27 8:16,2,1,You fall by a frozen cemetary flooded with mutated iron golems. Ancient writings say the One True Duke of Swords was seen here. #dnd
The Neverland Rescue,rasklz,2018/6/4 20:57,4,1,"Time's almost up to get The Neverland Rescue from fellow board game designer and #ROCGameDev @LetimanGames!
https://t.co/wMgigX5jEP"
